parameter_name,parameter_value,cov_estimator,ts_metric,C,solver,class_weight,fold,subject,accuracy,f1_score,roc_auc
class_weight,,lwf,riemann,1.0,lbfgs,,24,24,0.6666666666666666,0.7857142857142857,0.8181818181818181
class_weight,,lwf,riemann,1.0,lbfgs,,25,25,0.5777777777777777,0.6545454545454545,0.691699604743083
class_weight,,lwf,riemann,1.0,lbfgs,,26,26,0.6444444444444445,0.7241379310344828,0.876984126984127
class_weight,,lwf,riemann,1.0,lbfgs,,27,27,0.4666666666666667,0.6,0.6225296442687747
class_weight,,lwf,riemann,1.0,lbfgs,,28,28,0.5555555555555556,0.3333333333333333,0.5592885375494071
class_weight,,lwf,riemann,1.0,lbfgs,,29,29,0.7111111111111111,0.7719298245614035,0.9861660079051384
class_weight,,lwf,riemann,1.0,lbfgs,,30,30,0.6,0.6086956521739131,0.6805555555555555
class_weight,,lwf,riemann,1.0,lbfgs,,31,31,0.8,0.8163265306122449,0.9268774703557312
class_weight,,lwf,riemann,1.0,lbfgs,,32,32,0.8863636363636364,0.8979591836734694,0.9627329192546583
class_weight,,lwf,riemann,1.0,lbfgs,,33,33,0.7555555555555555,0.7755102040816326,0.8379446640316205
class_weight,,lwf,riemann,1.0,lbfgs,,34,34,0.8,0.8421052631578947,0.9662698412698413
class_weight,,lwf,riemann,1.0,lbfgs,,35,35,0.6888888888888889,0.5625,0.7845849802371543
class_weight,,lwf,riemann,1.0,lbfgs,,36,36,0.4318181818181818,0.3902439024390244,0.5599173553719008
class_weight,,lwf,riemann,1.0,lbfgs,,37,37,0.5111111111111111,0.0,0.5355731225296443
class_weight,,lwf,riemann,1.0,lbfgs,,38,38,0.6,0.4375,0.6205533596837944
class_weight,,lwf,riemann,1.0,lbfgs,,39,39,0.5681818181818182,0.5581395348837209,0.4886128364389234
class_weight,,lwf,riemann,1.0,lbfgs,,40,40,0.4888888888888889,0.5660377358490566,0.49404761904761907
class_weight,,lwf,riemann,1.0,lbfgs,,41,41,0.5555555555555556,0.3333333333333333,0.6785714285714285
class_weight,,lwf,riemann,1.0,lbfgs,,42,42,0.6444444444444445,0.4666666666666667,0.9308300395256917
class_weight,,lwf,riemann,1.0,lbfgs,,43,43,0.7777777777777778,0.8076923076923077,0.9367588932806324
class_weight,,lwf,riemann,1.0,lbfgs,,44,44,0.5862068965517241,0.4,0.8380952380952381
class_weight,,lwf,riemann,1.0,lbfgs,,45,45,0.6666666666666666,0.6808510638297872,0.7015810276679842
class_weight,,lwf,riemann,1.0,lbfgs,,46,46,0.5555555555555556,0.4444444444444444,0.709486166007905
class_weight,,lwf,riemann,1.0,lbfgs,,47,47,0.5777777777777777,0.45714285714285713,0.5535714285714286
class_weight,,lwf,riemann,1.0,lbfgs,,48,48,0.5882352941176471,0.46153846153846156,0.9142857142857143
class_weight,,lwf,riemann,1.0,lbfgs,,49,49,0.7333333333333333,0.7857142857142857,0.9703557312252964
class_weight,,lwf,riemann,1.0,lbfgs,,50,50,0.5555555555555556,0.5,0.4762845849802372
class_weight,,lwf,riemann,1.0,lbfgs,,51,51,0.4666666666666667,0.0,0.5059523809523809
class_weight,,lwf,riemann,1.0,lbfgs,,52,52,0.8048780487804879,0.7647058823529411,0.8373205741626794
class_weight,,lwf,riemann,1.0,lbfgs,,53,53,0.5116279069767442,0.4878048780487805,0.49350649350649356
class_weight,,lwf,riemann,1.0,lbfgs,,54,54,0.6666666666666666,0.6829268292682927,0.8043478260869565
class_weight,,lwf,riemann,1.0,lbfgs,,55,55,0.8888888888888888,0.8837209302325582,0.9446640316205535
class_weight,,lwf,riemann,1.0,lbfgs,,56,56,0.7045454545454546,0.7111111111111111,0.8099173553719008
class_weight,,lwf,riemann,1.0,lbfgs,,57,57,0.6444444444444445,0.6190476190476191,0.6666666666666666
class_weight,,lwf,riemann,1.0,lbfgs,,58,58,0.6222222222222222,0.6222222222222222,0.6607142857142857
class_weight,,lwf,riemann,1.0,lbfgs,,59,59,0.5777777777777777,0.17391304347826086,0.4781746031746032
class_weight,,lwf,riemann,1.0,lbfgs,,60,60,0.8181818181818182,0.8095238095238095,0.896694214876033
class_weight,,lwf,riemann,1.0,lbfgs,,61,61,0.7906976744186046,0.7692307692307693,0.8809523809523809
class_weight,,lwf,riemann,1.0,lbfgs,,62,62,0.5111111111111111,0.0,0.9387351778656127
class_weight,,lwf,riemann,1.0,lbfgs,,63,63,0.5116279069767442,0.676923076923077,0.40259740259740256
class_weight,,lwf,riemann,1.0,lbfgs,,64,64,0.6666666666666666,0.6808510638297872,0.66600790513834
class_weight,,lwf,riemann,1.0,lbfgs,,65,65,0.7111111111111111,0.6486486486486487,0.7123015873015872
class_weight,,lwf,riemann,1.0,lbfgs,,66,66,0.4666666666666667,0.5384615384615384,0.4743083003952569
class_weight,,lwf,riemann,1.0,lbfgs,,67,67,0.5555555555555556,0.5652173913043478,0.5355731225296442
class_weight,,lwf,riemann,1.0,lbfgs,,68,68,0.6444444444444445,0.6363636363636364,0.7411067193675889
class_weight,,lwf,riemann,1.0,lbfgs,,69,69,0.5333333333333333,0.43243243243243246,0.5873015873015873
class_weight,,lwf,riemann,1.0,lbfgs,,70,70,0.6444444444444445,0.5555555555555556,0.7924901185770751
class_weight,,lwf,riemann,1.0,lbfgs,,71,71,0.7555555555555555,0.7027027027027027,0.8913043478260869
class_weight,,lwf,riemann,1.0,lbfgs,,72,72,0.8888888888888888,0.8979591836734694,0.9861660079051383
class_weight,,lwf,riemann,1.0,lbfgs,,73,73,0.6,0.5714285714285714,0.6719367588932806
class_weight,,lwf,riemann,1.0,lbfgs,,74,74,0.5555555555555556,0.6428571428571429,0.6527777777777777
class_weight,,lwf,riemann,1.0,lbfgs,,75,75,0.8536585365853658,0.8421052631578947,0.9023809523809523
class_weight,,lwf,riemann,1.0,lbfgs,,76,76,0.4888888888888889,0.6567164179104478,0.5335968379446641
class_weight,,lwf,riemann,1.0,lbfgs,,77,77,0.5111111111111111,0.6451612903225806,0.5376984126984127
class_weight,,lwf,riemann,1.0,lbfgs,,78,78,0.4888888888888889,0.5818181818181818,0.5355731225296443
class_weight,,lwf,riemann,1.0,lbfgs,,79,79,0.6,0.6363636363636364,0.64
class_weight,,lwf,riemann,1.0,lbfgs,,80,80,0.6,0.5263157894736842,0.616600790513834
class_weight,,lwf,riemann,1.0,lbfgs,,81,81,0.4888888888888889,0.0,0.7845849802371542
class_weight,,lwf,riemann,1.0,lbfgs,,82,82,0.6666666666666666,0.7058823529411765,0.7707509881422925
class_weight,,lwf,riemann,1.0,lbfgs,,83,83,0.8421052631578947,0.8421052631578947,0.9529085872576176
class_weight,,lwf,riemann,1.0,lbfgs,,84,84,0.5909090909090909,0.625,0.7267080745341614
class_weight,,lwf,riemann,1.0,lbfgs,,85,85,0.8636363636363636,0.8636363636363636,0.9316770186335404
class_weight,,lwf,riemann,1.0,lbfgs,,86,86,0.7954545454545454,0.8235294117647058,0.8881987577639752
class_weight,,lwf,riemann,1.0,lbfgs,,87,87,0.5111111111111111,0.5925925925925926,0.4624505928853755
class_weight,,lwf,riemann,1.0,lbfgs,,88,88,0.5454545454545454,0.358974358974359,0.5886243386243386
class_weight,,lwf,riemann,1.0,lbfgs,,89,89,0.6222222222222222,0.6222222222222222,0.6746031746031745
class_weight,,lwf,riemann,1.0,lbfgs,,90,90,0.5555555555555556,0.4444444444444444,0.5474308300395256
class_weight,,lwf,riemann,1.0,lbfgs,,91,91,0.5909090909090909,0.7096774193548387,0.7975206611570248
class_weight,,lwf,riemann,1.0,lbfgs,,92,92,0.6964285714285714,0.7605633802816901,0.7705128205128204
class_weight,,lwf,riemann,1.0,lbfgs,,93,93,0.8,0.7906976744186046,0.8932806324110671
class_weight,,lwf,riemann,1.0,lbfgs,,94,94,0.75,0.8070175438596491,0.9772256728778468
class_weight,,lwf,riemann,1.0,lbfgs,,95,95,0.5714285714285714,0.5714285714285714,0.640625
class_weight,,lwf,riemann,1.0,lbfgs,,96,96,0.4523809523809524,0.3783783783783784,0.5668934240362812
class_weight,,lwf,riemann,1.0,lbfgs,,97,97,0.5454545454545454,0.375,0.5743801652892562
class_weight,,lwf,riemann,1.0,lbfgs,,98,98,0.4888888888888889,0.6461538461538462,0.5671936758893281
class_weight,,lwf,riemann,1.0,lbfgs,,99,99,0.4883720930232558,0.15384615384615385,0.6168831168831169
class_weight,,lwf,riemann,1.0,lbfgs,,100,100,0.5555555555555556,0.5555555555555556,0.5524691358024691
class_weight,,lwf,riemann,1.0,lbfgs,,101,101,0.4666666666666667,0.2,0.5059288537549407
class_weight,,lwf,riemann,1.0,lbfgs,,102,102,0.7777777777777778,0.75,0.8952569169960475
class_weight,,lwf,riemann,1.0,lbfgs,,103,103,0.6511627906976745,0.7058823529411765,0.7705627705627704
class_weight,,lwf,riemann,1.0,lbfgs,,104,104,0.4186046511627907,0.5454545454545454,0.39610389610389607
class_weight,,lwf,riemann,1.0,lbfgs,,105,105,0.6222222222222222,0.6382978723404256,0.6343873517786561
class_weight,,lwf,riemann,1.0,lbfgs,,106,106,0.6222222222222222,0.6222222222222222,0.7083333333333333
class_weight,,lwf,riemann,1.0,lbfgs,,107,107,0.6666666666666666,0.6666666666666666,0.6904761904761905
class_weight,,lwf,riemann,1.0,lbfgs,,108,108,0.7555555555555555,0.7843137254901961,0.8695652173913043
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,1,1,0.7111111111111111,0.6285714285714286,0.8320158102766799
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,2,2,0.7777777777777778,0.7058823529411765,0.8932806324110671
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,3,3,0.4666666666666667,0.4782608695652174,0.4011857707509881
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,4,4,0.5111111111111111,0.65625,0.8359683794466404
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,5,5,0.4222222222222222,0.5666666666666667,0.40277777777777785
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,6,6,0.5555555555555556,0.23076923076923078,0.501984126984127
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,7,7,0.9333333333333333,0.926829268292683,1.0
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,8,8,0.6666666666666666,0.6666666666666666,0.7430830039525692
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,9,9,0.6222222222222222,0.5641025641025641,0.5357142857142857
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,10,10,0.5555555555555556,0.6666666666666666,0.6845238095238095
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,11,11,0.5111111111111111,0.0,0.4782608695652174
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,12,12,0.8,0.7906976744186046,0.8412698412698413
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,13,13,0.7714285714285715,0.75,0.8725490196078431
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,14,14,0.6666666666666666,0.6511627906976745,0.7371541501976284
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,15,15,0.6222222222222222,0.7213114754098361,0.932806324110672
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,16,16,0.5555555555555556,0.6875,0.7924901185770751
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,17,17,0.5476190476190477,0.17391304347826086,0.6068181818181818
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,18,18,0.5111111111111111,0.65625,0.39920948616600793
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,19,19,0.5555555555555556,0.16666666666666666,0.6699604743083004
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,20,20,0.5555555555555556,0.5238095238095238,0.6205533596837944
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,21,21,0.6444444444444445,0.6190476190476191,0.6746031746031745
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,22,22,0.6444444444444445,0.6190476190476191,0.683794466403162
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,23,23,0.7272727272727273,0.7692307692307693,0.8884297520661156
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,24,24,0.6666666666666666,0.7857142857142857,0.8181818181818181
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,25,25,0.5777777777777777,0.6545454545454545,0.691699604743083
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,26,26,0.6444444444444445,0.7241379310344828,0.875
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,27,27,0.4666666666666667,0.6,0.6225296442687747
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,28,28,0.5555555555555556,0.3333333333333333,0.5592885375494071
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,29,29,0.7111111111111111,0.7719298245614035,0.9861660079051384
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,30,30,0.6,0.6086956521739131,0.6825396825396826
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,31,31,0.8,0.8163265306122449,0.9268774703557312
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,32,32,0.8863636363636364,0.8979591836734694,0.9627329192546583
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,33,33,0.7555555555555555,0.7755102040816326,0.8379446640316205
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,34,34,0.8,0.8421052631578947,0.9662698412698413
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,35,35,0.6888888888888889,0.5625,0.7845849802371543
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,36,36,0.4318181818181818,0.3902439024390244,0.5599173553719008
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,37,37,0.5111111111111111,0.0,0.5355731225296443
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,38,38,0.6,0.4375,0.6205533596837944
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,39,39,0.5454545454545454,0.5454545454545454,0.4906832298136646
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,40,40,0.5111111111111111,0.5925925925925926,0.49404761904761907
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,41,41,0.5777777777777777,0.3870967741935484,0.6746031746031745
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,42,42,0.6444444444444445,0.4666666666666667,0.9288537549407114
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,43,43,0.7777777777777778,0.8076923076923077,0.9347826086956522
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,44,44,0.5862068965517241,0.4,0.8428571428571429
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,45,45,0.6666666666666666,0.6808510638297872,0.7035573122529645
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,46,46,0.5555555555555556,0.4444444444444444,0.709486166007905
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,47,47,0.5333333333333333,0.43243243243243246,0.5535714285714286
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,48,48,0.5882352941176471,0.46153846153846156,0.9142857142857143
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,49,49,0.7111111111111111,0.7719298245614035,0.9703557312252964
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,50,50,0.5555555555555556,0.5,0.4762845849802372
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,51,51,0.4666666666666667,0.0,0.5059523809523809
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,52,52,0.8048780487804879,0.7647058823529411,0.8373205741626794
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,53,53,0.4883720930232558,0.47619047619047616,0.4956709956709957
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,54,54,0.6666666666666666,0.6829268292682927,0.8043478260869565
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,55,55,0.8888888888888888,0.8837209302325582,0.9446640316205535
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,56,56,0.75,0.7659574468085106,0.8099173553719008
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,57,57,0.6444444444444445,0.6190476190476191,0.6666666666666666
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,58,58,0.6222222222222222,0.6222222222222222,0.6587301587301587
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,59,59,0.5777777777777777,0.17391304347826086,0.4781746031746032
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,60,60,0.7954545454545454,0.7906976744186046,0.896694214876033
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,61,61,0.7674418604651163,0.75,0.8831168831168832
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,62,62,0.5111111111111111,0.0,0.9387351778656127
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,63,63,0.5116279069767442,0.676923076923077,0.4047619047619047
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,64,64,0.6444444444444445,0.6666666666666666,0.66600790513834
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,65,65,0.7111111111111111,0.6486486486486487,0.7123015873015872
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,66,66,0.4666666666666667,0.5384615384615384,0.4743083003952569
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,67,67,0.5333333333333333,0.5531914893617021,0.5355731225296442
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,68,68,0.6444444444444445,0.6363636363636364,0.7411067193675889
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,69,69,0.5333333333333333,0.43243243243243246,0.5873015873015873
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,70,70,0.6444444444444445,0.5555555555555556,0.7944664031620553
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,71,71,0.7555555555555555,0.7027027027027027,0.8893280632411067
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,72,72,0.8888888888888888,0.8979591836734694,0.9861660079051383
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,73,73,0.6222222222222222,0.6046511627906976,0.6719367588932806
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,74,74,0.5555555555555556,0.6428571428571429,0.6547619047619047
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,75,75,0.8536585365853658,0.8421052631578947,0.9047619047619047
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,76,76,0.4888888888888889,0.6567164179104478,0.5335968379446641
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,77,77,0.5111111111111111,0.6451612903225806,0.5376984126984127
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,78,78,0.4888888888888889,0.5818181818181818,0.5335968379446641
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,79,79,0.6,0.6363636363636364,0.64
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,80,80,0.6,0.5263157894736842,0.6205533596837944
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,81,81,0.4888888888888889,0.0,0.7845849802371542
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,82,82,0.6666666666666666,0.7058823529411765,0.7707509881422925
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,83,83,0.8421052631578947,0.85,0.9529085872576176
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,84,84,0.5681818181818182,0.6122448979591837,0.7267080745341614
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,85,85,0.8409090909090909,0.8444444444444444,0.9316770186335404
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,86,86,0.7727272727272727,0.8076923076923077,0.8881987577639752
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,87,87,0.5111111111111111,0.5925925925925926,0.4624505928853755
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,88,88,0.5454545454545454,0.358974358974359,0.5873015873015873
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,89,89,0.6222222222222222,0.6222222222222222,0.6746031746031745
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,90,90,0.5555555555555556,0.4444444444444444,0.5494071146245059
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,91,91,0.5909090909090909,0.7096774193548387,0.7954545454545455
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,92,92,0.7142857142857143,0.7777777777777778,0.7692307692307692
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,93,93,0.8,0.7906976744186046,0.8932806324110671
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,94,94,0.75,0.8070175438596491,0.9772256728778468
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,95,95,0.5714285714285714,0.5714285714285714,0.6354166666666666
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,96,96,0.47619047619047616,0.42105263157894735,0.5668934240362812
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,97,97,0.5681818181818182,0.42424242424242425,0.5764462809917356
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,98,98,0.4888888888888889,0.6461538461538462,0.5691699604743083
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,99,99,0.4883720930232558,0.15384615384615385,0.6147186147186148
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,100,100,0.5277777777777778,0.5405405405405406,0.5524691358024691
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,101,101,0.4888888888888889,0.25806451612903225,0.5079051383399209
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,102,102,0.8,0.7804878048780488,0.8952569169960475
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,103,103,0.6511627906976745,0.7058823529411765,0.7705627705627704
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,104,104,0.4186046511627907,0.5454545454545454,0.3917748917748918
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,105,105,0.6222222222222222,0.6382978723404256,0.6343873517786561
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,106,106,0.6666666666666666,0.6808510638297872,0.7083333333333333
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,107,107,0.6888888888888889,0.6956521739130435,0.6904761904761905
class_weight,balanced,lwf,riemann,1.0,lbfgs,balanced,108,108,0.7555555555555555,0.7843137254901961,0.8695652173913043
