parameter_name,parameter_value,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc
class_weight,,200,gini,10,10,5,sqrt,,6,89,89,0.6,0.6785714285714286,0.7896825396825397
class_weight,,200,gini,10,10,5,sqrt,,6,90,90,0.5111111111111111,0.5,0.48023715415019763
class_weight,,200,gini,10,10,5,sqrt,,6,91,91,0.6136363636363636,0.7017543859649122,0.7272727272727273
class_weight,,200,gini,10,10,5,sqrt,,6,92,92,0.5892857142857143,0.43902439024390244,0.6871794871794872
class_weight,,200,gini,10,10,5,sqrt,,6,93,93,0.8,0.7692307692307693,0.8517786561264822
class_weight,,200,gini,10,10,5,sqrt,,6,94,94,0.8409090909090909,0.8679245283018868,0.9855072463768115
class_weight,,200,gini,10,10,5,sqrt,,6,95,95,0.32142857142857145,0.4864864864864865,0.48437500000000006
class_weight,,200,gini,10,10,5,sqrt,,6,96,96,0.5238095238095238,0.6774193548387096,0.4693877551020408
class_weight,,200,gini,10,10,5,sqrt,,6,97,97,0.5,0.0,0.5640495867768595
class_weight,,200,gini,10,10,5,sqrt,,6,98,98,0.6,0.7,0.616600790513834
class_weight,,200,gini,10,10,5,sqrt,,6,99,99,0.5116279069767442,0.4,0.5346320346320346
class_weight,,200,gini,10,10,5,sqrt,,6,100,100,0.5833333333333334,0.6511627906976745,0.5864197530864197
class_weight,,200,gini,10,10,5,sqrt,,6,101,101,0.4888888888888889,0.0,0.5513833992094861
class_weight,,200,gini,10,10,5,sqrt,,6,102,102,0.6444444444444445,0.5,0.7766798418972332
class_weight,,200,gini,10,10,5,sqrt,,6,103,103,0.6046511627906976,0.5142857142857142,0.6645021645021645
class_weight,,200,gini,10,10,5,sqrt,,6,104,104,0.5116279069767442,0.5531914893617021,0.4805194805194805
class_weight,,200,gini,10,10,5,sqrt,,6,105,105,0.4888888888888889,0.30303030303030304,0.4782608695652174
class_weight,,200,gini,10,10,5,sqrt,,6,106,106,0.6222222222222222,0.5853658536585366,0.7043650793650793
class_weight,,200,gini,10,10,5,sqrt,,6,107,107,0.5333333333333333,0.5531914893617021,0.5714285714285714
class_weight,,200,gini,10,10,5,sqrt,,6,108,108,0.8222222222222222,0.7894736842105263,0.8675889328063241
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,1,1,0.6,0.6785714285714286,0.7509881422924901
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,2,2,0.6888888888888889,0.5333333333333333,0.9150197628458498
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,3,3,0.5111111111111111,0.5769230769230769,0.5039525691699605
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,4,4,0.6888888888888889,0.75,0.7272727272727273
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,5,5,0.37777777777777777,0.44,0.33333333333333337
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,6,6,0.5333333333333333,0.08695652173913043,0.5238095238095237
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,7,7,0.6888888888888889,0.7586206896551724,0.9347826086956522
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,8,8,0.5777777777777777,0.5581395348837209,0.6936758893280633
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,9,9,0.5333333333333333,0.36363636363636365,0.5952380952380952
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,10,10,0.6444444444444445,0.6666666666666666,0.7281746031746031
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,11,11,0.4,0.5263157894736842,0.5375494071146245
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,12,12,0.5777777777777777,0.5128205128205128,0.6071428571428572
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,13,13,0.6857142857142857,0.6666666666666666,0.8202614379084967
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,14,14,0.6,0.6666666666666666,0.6581027667984191
