trial_number,kernel,C,gamma,degree,coef0,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc,support
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,78,78,0.4888888888888889,0.6101694915254238,0.5691699604743083,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,79,79,0.625,0.4444444444444444,0.685,40
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,80,80,0.5111111111111111,0.0,0.6403162055335969,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,81,81,0.4888888888888889,0.0,0.2490118577075099,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,82,82,0.5777777777777777,0.6984126984126984,0.7154150197628458,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,83,83,0.5526315789473685,0.19047619047619047,0.8670360110803323,38
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,84,84,0.7272727272727273,0.7,0.7474120082815735,44
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,85,85,0.6363636363636364,0.7241379310344828,0.958592132505176,44
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,86,86,0.6590909090909091,0.5161290322580645,0.865424430641822,44
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,87,87,0.5333333333333333,0.631578947368421,0.5553359683794467,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,88,88,0.4727272727272727,0.06451612903225806,0.6031746031746033,55
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,89,89,0.6,0.6785714285714286,0.7876984126984127,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,90,90,0.5777777777777777,0.4864864864864865,0.5671936758893281,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,91,91,0.5681818181818182,0.6885245901639344,0.768595041322314,44
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,92,92,0.5892857142857143,0.41025641025641024,0.6615384615384616,56
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,93,93,0.8222222222222222,0.7894736842105263,0.9268774703557312,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,94,94,0.9772727272727273,0.9787234042553191,0.9979296066252588,44
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,95,95,0.5,0.5882352941176471,0.5833333333333334,28
