parameter_name,parameter_value,cov_estimator,ts_metric,C,solver,class_weight,fold,subject,accuracy,f1_score,roc_auc
C,1.0,lwf,riemann,1.0,lbfgs,balanced,75,75,0.8536585365853658,0.8421052631578947,0.9047619047619047
C,1.0,lwf,riemann,1.0,lbfgs,balanced,76,76,0.4888888888888889,0.6567164179104478,0.5335968379446641
C,1.0,lwf,riemann,1.0,lbfgs,balanced,77,77,0.5111111111111111,0.6451612903225806,0.5376984126984127
C,1.0,lwf,riemann,1.0,lbfgs,balanced,78,78,0.4888888888888889,0.5818181818181818,0.5335968379446641
C,1.0,lwf,riemann,1.0,lbfgs,balanced,79,79,0.6,0.6363636363636364,0.64
C,1.0,lwf,riemann,1.0,lbfgs,balanced,80,80,0.6,0.5263157894736842,0.6205533596837944
C,1.0,lwf,riemann,1.0,lbfgs,balanced,81,81,0.4888888888888889,0.0,0.7845849802371542
C,1.0,lwf,riemann,1.0,lbfgs,balanced,82,82,0.6666666666666666,0.7058823529411765,0.7707509881422925
C,1.0,lwf,riemann,1.0,lbfgs,balanced,83,83,0.8421052631578947,0.85,0.9529085872576176
C,1.0,lwf,riemann,1.0,lbfgs,balanced,84,84,0.5681818181818182,0.6122448979591837,0.7267080745341614
C,1.0,lwf,riemann,1.0,lbfgs,balanced,85,85,0.8409090909090909,0.8444444444444444,0.9316770186335404
C,1.0,lwf,riemann,1.0,lbfgs,balanced,86,86,0.7727272727272727,0.8076923076923077,0.8881987577639752
C,1.0,lwf,riemann,1.0,lbfgs,balanced,87,87,0.5111111111111111,0.5925925925925926,0.4624505928853755
C,1.0,lwf,riemann,1.0,lbfgs,balanced,88,88,0.5454545454545454,0.358974358974359,0.5873015873015873
C,1.0,lwf,riemann,1.0,lbfgs,balanced,89,89,0.6222222222222222,0.6222222222222222,0.6746031746031745
C,1.0,lwf,riemann,1.0,lbfgs,balanced,90,90,0.5555555555555556,0.4444444444444444,0.5494071146245059
C,1.0,lwf,riemann,1.0,lbfgs,balanced,91,91,0.5909090909090909,0.7096774193548387,0.7954545454545455
C,1.0,lwf,riemann,1.0,lbfgs,balanced,92,92,0.7142857142857143,0.7777777777777778,0.7692307692307692
C,1.0,lwf,riemann,1.0,lbfgs,balanced,93,93,0.8,0.7906976744186046,0.8932806324110671
C,1.0,lwf,riemann,1.0,lbfgs,balanced,94,94,0.75,0.8070175438596491,0.9772256728778468
C,1.0,lwf,riemann,1.0,lbfgs,balanced,95,95,0.5714285714285714,0.5714285714285714,0.6354166666666666
C,1.0,lwf,riemann,1.0,lbfgs,balanced,96,96,0.47619047619047616,0.42105263157894735,0.5668934240362812
C,1.0,lwf,riemann,1.0,lbfgs,balanced,97,97,0.5681818181818182,0.42424242424242425,0.5764462809917356
C,1.0,lwf,riemann,1.0,lbfgs,balanced,98,98,0.4888888888888889,0.6461538461538462,0.5691699604743083
C,1.0,lwf,riemann,1.0,lbfgs,balanced,99,99,0.4883720930232558,0.15384615384615385,0.6147186147186148
C,1.0,lwf,riemann,1.0,lbfgs,balanced,100,100,0.5277777777777778,0.5405405405405406,0.5524691358024691
C,1.0,lwf,riemann,1.0,lbfgs,balanced,101,101,0.4888888888888889,0.25806451612903225,0.5079051383399209
C,1.0,lwf,riemann,1.0,lbfgs,balanced,102,102,0.8,0.7804878048780488,0.8952569169960475
C,1.0,lwf,riemann,1.0,lbfgs,balanced,103,103,0.6511627906976745,0.7058823529411765,0.7705627705627704
C,1.0,lwf,riemann,1.0,lbfgs,balanced,104,104,0.4186046511627907,0.5454545454545454,0.3917748917748918
C,1.0,lwf,riemann,1.0,lbfgs,balanced,105,105,0.6222222222222222,0.6382978723404256,0.6343873517786561
C,1.0,lwf,riemann,1.0,lbfgs,balanced,106,106,0.6666666666666666,0.6808510638297872,0.7083333333333333
C,1.0,lwf,riemann,1.0,lbfgs,balanced,107,107,0.6888888888888889,0.6956521739130435,0.6904761904761905
C,1.0,lwf,riemann,1.0,lbfgs,balanced,108,108,0.7555555555555555,0.7843137254901961,0.8695652173913043
C,10.0,lwf,riemann,10.0,lbfgs,balanced,1,1,0.7333333333333333,0.6666666666666666,0.8280632411067194
C,10.0,lwf,riemann,10.0,lbfgs,balanced,2,2,0.7777777777777778,0.7058823529411765,0.8913043478260869
C,10.0,lwf,riemann,10.0,lbfgs,balanced,3,3,0.4444444444444444,0.46808510638297873,0.3992094861660079
C,10.0,lwf,riemann,10.0,lbfgs,balanced,4,4,0.5111111111111111,0.65625,0.8300395256916996
C,10.0,lwf,riemann,10.0,lbfgs,balanced,5,5,0.4222222222222222,0.5666666666666667,0.4047619047619048
C,10.0,lwf,riemann,10.0,lbfgs,balanced,6,6,0.5555555555555556,0.23076923076923078,0.503968253968254
C,10.0,lwf,riemann,10.0,lbfgs,balanced,7,7,0.9333333333333333,0.926829268292683,1.0
C,10.0,lwf,riemann,10.0,lbfgs,balanced,8,8,0.6666666666666666,0.6666666666666666,0.7509881422924901
C,10.0,lwf,riemann,10.0,lbfgs,balanced,9,9,0.6222222222222222,0.5641025641025641,0.5357142857142858
