parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,fold,subject,accuracy,f1_score,roc_auc,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,69,69,0.5333333333333333,0.0,0.6349206349206349,9.998874112000522,0.002250257000014244,0.05000571111142765,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,70,70,0.5333333333333333,0.16,0.7608695652173914,9.98498957100037,0.002108757000314654,0.046861266673658974,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,71,71,0.7333333333333333,0.6470588235294118,0.9762845849802371,9.993478547999985,0.0022867170000608894,0.05081593333468643,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,72,72,0.5111111111111111,0.6764705882352942,0.9466403162055336,10.004095878999578,0.002124821000506927,0.04721824445570949,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,73,73,0.4888888888888889,0.6567164179104478,0.691699604743083,9.976857685999676,0.0021884480001972406,0.048632177782160904,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,74,74,0.6,0.47058823529411764,0.5337301587301587,9.972844809999515,0.0021563199998126947,0.04791822221805988,0.014316558837890625,1858,0.0078125,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,75,75,0.8048780487804879,0.8333333333333334,0.9595238095238096,9.99939163199997,0.0020577029999913066,0.05018787804856845,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,76,76,0.5111111111111111,0.0,0.7292490118577076,10.01403616799962,0.00210728299953189,0.04682851110070867,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,77,77,0.5777777777777777,0.6984126984126984,0.625,10.012291459000153,0.002156382999601192,0.047919622213359825,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,78,78,0.5111111111111111,0.0,0.6067193675889329,9.989096325999526,0.0021593849996861536,0.047986333326358974,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,79,79,0.6,0.6190476190476191,0.625,10.01217265700052,0.0022121860001789173,0.05530465000447293,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,80,80,0.5111111111111111,0.08333333333333333,0.6640316205533596,10.015105965999282,0.002274695999403775,0.05054879998675056,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,81,81,0.4888888888888889,0.0,0.8596837944664031,10.01074703500035,0.002258630999676825,0.05019179999281834,0.014316558837890625,1858,0.00390625,41.77880859375
