parameter_name,parameter_value,solver,shrinkage,csp_components,fold,subject,accuracy,f1_score,roc_auc
csp_components,4,lsqr,auto,4,106,106,0.5555555555555556,0.5238095238095238,0.6567460317460317
csp_components,4,lsqr,auto,4,107,107,0.6222222222222222,0.6666666666666666,0.6130952380952381
csp_components,4,lsqr,auto,4,108,108,0.8222222222222222,0.8095238095238095,0.8893280632411067
csp_components,6,lsqr,auto,6,1,1,0.6888888888888889,0.7083333333333334,0.841897233201581
csp_components,6,lsqr,auto,6,2,2,0.7111111111111111,0.5806451612903226,0.8695652173913043
csp_components,6,lsqr,auto,6,3,3,0.4666666666666667,0.4782608695652174,0.42292490118577075
csp_components,6,lsqr,auto,6,4,4,0.4888888888888889,0.6567164179104478,0.816205533596838
csp_components,6,lsqr,auto,6,5,5,0.4888888888888889,0.6567164179104478,0.35119047619047616
csp_components,6,lsqr,auto,6,6,6,0.5333333333333333,0.0,0.49404761904761907
csp_components,6,lsqr,auto,6,7,7,0.7111111111111111,0.7719298245614035,0.9881422924901186
csp_components,6,lsqr,auto,6,8,8,0.6222222222222222,0.6382978723404256,0.6818181818181819
csp_components,6,lsqr,auto,6,9,9,0.6,0.55,0.5416666666666667
csp_components,6,lsqr,auto,6,10,10,0.6444444444444445,0.6521739130434783,0.6805555555555556
csp_components,6,lsqr,auto,6,11,11,0.5111111111111111,0.6666666666666666,0.43675889328063233
csp_components,6,lsqr,auto,6,12,12,0.6222222222222222,0.5853658536585366,0.7063492063492064
csp_components,6,lsqr,auto,6,13,13,0.8,0.8108108108108109,0.8954248366013072
csp_components,6,lsqr,auto,6,14,14,0.6666666666666666,0.7457627118644068,0.7964426877470356
csp_components,6,lsqr,auto,6,15,15,0.5777777777777777,0.6984126984126984,0.9486166007905139
csp_components,6,lsqr,auto,6,16,16,0.5333333333333333,0.6865671641791045,0.7233201581027667
csp_components,6,lsqr,auto,6,17,17,0.5238095238095238,0.0,0.6022727272727272
csp_components,6,lsqr,auto,6,18,18,0.5111111111111111,0.6764705882352942,0.4031620553359684
csp_components,6,lsqr,auto,6,19,19,0.7111111111111111,0.7719298245614035,0.8399209486166008
csp_components,6,lsqr,auto,6,20,20,0.5333333333333333,0.4878048780487805,0.5770750988142292
csp_components,6,lsqr,auto,6,21,21,0.5555555555555556,0.6428571428571429,0.7281746031746031
csp_components,6,lsqr,auto,6,22,22,0.5111111111111111,0.6764705882352942,0.7252964426877471
