parameter_name,parameter_value,f1,depth_multiplier,f2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,18,18,0.4666666666666667,0.14285714285714285,0.5256916996047432,45,17.661097456002608,0.002515057974960655,0.05589017722134789,0.00708770751953125,1858,0.0,12.30224609375,0.5580387941558098,0.5695497432135811,0.5895938436190288,24,34
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,19,19,0.6222222222222222,0.7017543859649122,0.782608695652174,45,11.476733546005562,0.002633019001223147,0.05851153336051437,0.00708770751953125,1858,0.0078125,12.30224609375,0.5825020058980006,0.5986361995396052,0.5525356243054073,12,22
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,20,20,0.5111111111111111,0.5,0.5355731225296443,45,15.39816968498053,0.002536357962526381,0.05636351027836402,0.00708770751953125,1858,0.0,12.30224609375,0.5671109973024506,0.5856243742509487,0.5604732503493627,18,28
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,21,21,0.5555555555555556,0.6774193548387097,0.8432539682539683,45,27.51036298199324,0.005702964961528778,0.12673255470063952,0.00708770751953125,1858,0.0078125,12.30224609375,0.5538228137184912,0.5664922885115156,0.5718430687983831,32,42
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,22,22,0.6,0.6399999999999999,0.6996047430830039,45,56.12450128502678,0.008833881001919508,0.19630846670932242,0.00708770751953125,1858,0.00390625,12.30224609375,0.5594858021790537,0.560802646576225,0.5799068729082744,30,40
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,23,23,0.6590909090909091,0.7169811320754716,0.7500000000000001,44,44.688324551971164,0.010616299987304956,0.24127954516602174,0.00708770751953125,1858,0.11328125,12.30224609375,0.5581309269589616,0.5756314482978995,0.579818852742513,22,32
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,24,24,0.6111111111111112,0.7200000000000001,0.6623376623376623,18,24.8131330999895,0.006445166014600545,0.3580647785889192,0.00708770751953125,1858,0.00390625,12.30224609375,0.5870998140775933,0.6129795762727845,0.6052928566932678,8,18
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,25,25,0.7555555555555555,0.717948717948718,0.8280632411067194,45,26.820660975994542,0.004989464010577649,0.11087697801283664,0.00708770751953125,1858,0.0,12.30224609375,0.5898562530374346,0.6064009280032532,0.5854257762432098,10,20
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,26,26,0.5555555555555556,0.6774193548387097,0.8214285714285714,45,27.825601105054375,0.0057760850177146494,0.12835744483810332,0.00708770751953125,1858,0.0,12.30224609375,0.5776433767927917,0.6070490086259951,0.5850324322779973,10,20
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,27,27,0.4888888888888889,0.6101694915254238,0.6225296442687747,45,41.76301341102226,0.008774091955274343,0.19497982122831875,0.00708770751953125,1858,0.0,12.30224609375,0.5601571254403872,0.5824115414583184,0.5753347873687744,20,30
