parameter_name,parameter_value,fold,subject,epoch,train_loss,val_loss,learning_rate,f1,depth_multiplier,f2,kernel_length,dropout_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
batch_size,16,2,2,27,0.5669875058837717,0.5623312622308732,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,28,0.5710481486846286,0.5655906016627947,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,29,0.5691735465716953,0.5580302536487579,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,30,0.5603406113136857,0.5585028529167175,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,31,0.5632704430659914,0.5592654496431351,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,32,0.560934774775922,0.5597724129756292,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,33,0.5606191722612417,0.5628924538691839,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,1,0.7091055666539152,0.680465833346049,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,2,0.6734151547852578,0.6208608160416286,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,3,0.6549841525890074,0.6069349666436513,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,4,0.6349030275308587,0.6029159297545751,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,5,0.6335675810453103,0.5865498075882594,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,6,0.6228554043706379,0.5882817804813385,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,7,0.6179505216078159,0.5842039813597997,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,8,0.6133472704162163,0.5778523673613866,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,9,0.6129743673275632,0.5834376782178878,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,10,0.6044341782426653,0.5878022491931916,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,11,0.600964662240032,0.5801649749279022,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,12,0.5964587912133438,0.5772052317857742,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,13,0.5969387680405447,0.5917222003142039,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,14,0.5909571215906977,0.6010622133811315,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,15,0.6001305446425318,0.576233231027921,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,16,0.6000778423516016,0.5858611683050792,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,17,0.5846700182205824,0.5782166292270025,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,18,0.5867237909891759,0.5812570850054423,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,19,0.5856843311977024,0.592531023422877,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,20,0.5825413492695913,0.5802369475364685,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,21,0.5893643899562241,0.5790286774436633,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,22,0.57354743444421,0.5758962561686833,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,23,0.5703774024325179,0.5778700853387515,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,24,0.5757899033932632,0.5746757840116818,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,25,0.5681155823709394,0.5821785057584444,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,26,0.5719864938422301,0.5830551192164422,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,27,0.5715876935552735,0.5885441531737645,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,28,0.5673918737658077,0.5795898710687956,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,29,0.5626933523683947,0.580634909371535,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,30,0.5619915872245687,0.5755066608389219,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,31,0.5640213098589458,0.5762730404734612,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,32,0.5705508034492174,0.5760980149110159,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,33,0.5657101548896543,0.5807778214414915,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,3,3,34,0.5543421515947059,0.5767814596494039,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,1,0.7092121336396656,0.6894015530745189,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,2,0.6821006488890702,0.6532967825730641,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,3,0.649592063046227,0.6543379068374634,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,4,0.640937753843264,0.6114471981922786,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,5,0.6231636953444535,0.6108022679885229,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,6,0.6312284763095043,0.5926353653271993,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,7,0.6255260050976684,0.5811027367909749,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,8,0.6212349811660927,0.5830674141645431,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,9,0.6119973070267942,0.5960112144549687,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,10,0.6134101078764114,0.5802399267752966,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,11,0.6026354228135751,0.5809242630998294,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,12,0.6020789293735199,0.5935328751802444,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,13,0.6035491874009484,0.5656186863780022,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,14,0.6004257079766278,0.5737912878394127,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,15,0.5959787485490734,0.5685732185840606,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,16,0.5916363701167668,0.5773390755057335,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,17,0.5905777050515092,0.5943753272294998,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,18,0.5893925074842039,0.5780001680056254,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,19,0.5914836212029475,0.5755123515923818,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,20,0.5840596726638736,0.5717517614364624,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,21,0.5723092222848319,0.5706625908613205,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,22,0.5754395833260206,0.5677798504630724,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,4,4,23,0.5781406889396928,0.5686593582232793,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,1,0.703207634474388,0.6733541389306387,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,2,0.6684102200736565,0.6211561451355616,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,3,0.6388571884468934,0.613523950179418,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,4,0.631098996097144,0.5947162181138992,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,5,0.6224638501274269,0.6016568074623744,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,6,0.6167258545473048,0.5885339150826137,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,7,0.6164839951031108,0.6037204106648763,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,8,0.6126469931221733,0.5921992172797521,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,9,0.6081306711122564,0.5932886987924576,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,10,0.6083503066360271,0.5945493986209234,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,11,0.6067383058170855,0.5924453576405843,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,12,0.5984364185949695,0.586084653933843,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,13,0.6024951775037743,0.59183602531751,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,14,0.5993870582870657,0.5829470455646515,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,15,0.5938860211988819,0.5809936791658401,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,16,0.5913008641834041,0.5893752564986546,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,17,0.5945108387860055,0.5977517098188401,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,18,0.5893361194505438,0.5975664367278417,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,19,0.588022944478481,0.5935061613718668,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,20,0.5861476316424831,0.5937413175900778,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,21,0.5899512363250717,0.5853215555349985,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,22,0.5678737889904486,0.5926537762085596,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,23,0.580258589393739,0.6025866130987804,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,24,0.575180725906285,0.5940479616324107,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,5,5,25,0.5817865289662727,0.5824081500371298,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,1,0.7006716318003579,0.6678455352783204,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,2,0.6582145588932835,0.6124150921901067,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,3,0.6433671991634732,0.6136515746514003,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,4,0.6300035064664631,0.6245894322792689,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,5,0.6300082666792344,0.5954463064670563,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,6,0.6225169752033944,0.5779441356658935,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,7,0.6125481000644626,0.5990331441164016,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,8,0.6091639908321004,0.5790141105651856,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,9,0.6135493481793785,0.5940872251987457,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,10,0.6080662648940721,0.585153944293658,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,11,0.5979556771059,0.5863966137170792,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,12,0.5979304476835882,0.5830346713463466,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,13,0.5938595006447781,0.5872679889202118,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,14,0.5929321920917061,0.5831526577472687,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,15,0.5828611970854349,0.5814871072769165,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,6,6,16,0.587918659693388,0.5877285857995351,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,1,0.7090966379687813,0.6658813377221425,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,2,0.6663577445559629,0.6390420436859131,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,3,0.6503944275723664,0.617590477069219,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,4,0.6339689348133798,0.633505642414093,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,5,0.6280680184355254,0.6145341883103053,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,6,0.6261141418050904,0.5968342800935109,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,7,0.6189559337757387,0.584357750415802,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,8,0.6125557350115177,0.588122762242953,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,9,0.6125881115519956,0.5893785243233045,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,10,0.6126029156006788,0.582674174507459,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,11,0.604871033035757,0.5778861552476883,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,12,0.6047714288017142,0.5805950045585633,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,13,0.605853576510578,0.5834967851638794,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,14,0.603238075631653,0.5827325065930684,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,15,0.6001418455018743,0.5894036233425141,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,16,0.5966745743053494,0.600546732544899,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,17,0.5989188318470132,0.5784182061751684,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,18,0.5924113359968018,0.5765836497147878,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,19,0.5899824361837409,0.5748854130506516,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,20,0.5852052747296743,0.5759482721487681,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,21,0.5880490550523475,0.5790535350640614,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,22,0.5839374488070891,0.577928003668785,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,23,0.5812318553942691,0.5781663825114568,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,24,0.5816086602075018,0.5778372397025426,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,25,0.5787905487497497,0.5832448015610378,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,26,0.5789352880911228,0.5823465406894683,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,27,0.5731146800200749,0.5811431497335434,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,28,0.5722219207440945,0.5791717400153478,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,7,7,29,0.5672480606760816,0.5782712558905284,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,1,0.7061126044041304,0.6746558090051015,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,2,0.6672829747653279,0.6302513738473257,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,3,0.6509213198273808,0.6147097637255986,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,4,0.6333269743185079,0.6071757853031159,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,5,0.6231197815657569,0.5913163940111796,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,6,0.6180729562338767,0.5956729024648666,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,7,0.6117537184813177,0.5978491177161535,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,8,0.6146267053065645,0.5952726582686106,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,9,0.604434573831667,0.5926428635915121,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,10,0.6051643431866577,0.607112118601799,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,11,0.6034156008138403,0.5923749377330144,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,12,0.5932596688488138,0.5885602931181589,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,13,0.5879768903717795,0.5898294240236283,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,14,0.5907340052009988,0.579690670967102,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,8,8,15,0.5806212905695229,0.599783742427826,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
