trial_number,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,39,39,0.5681818181818182,0.6779661016949152,0.5900621118012422,44,13.33131824398879,0.002643565007019788,0.060081022886813364,0.01410675048828125,3698,0.0,43.16455078125,0.5876148094733556,0.5908117163361926,0.5654111305872599,19,24
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,40,40,0.5555555555555556,0.5652173913043478,0.6011904761904763,45,14.732313524989877,0.0036143590114079416,0.0803190891423987,0.01410675048828125,3698,0.00390625,43.16455078125,0.5855360934228608,0.5817911252379417,0.5951595743497212,22,27
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,41,41,0.5777777777777777,0.6779661016949152,0.6785714285714285,45,9.286823809030466,0.0024487070040777326,0.05441571120172739,0.01410675048828125,3698,0.0,43.16455078125,0.6040155456373186,0.6096274683421309,0.5897247970104218,12,17
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,42,42,0.8666666666666667,0.85,0.9446640316205533,45,10.382038112962618,0.002569811011198908,0.05710691135997574,0.01410675048828125,3698,0.0,43.16455078125,0.5910308401692997,0.6046943820335648,0.5954475104808807,14,19
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,43,43,0.8444444444444444,0.8205128205128205,0.9525691699604742,45,12.655147073965054,0.003220522019546479,0.07156715598992176,0.01410675048828125,3698,0.00390625,43.16455078125,0.5941825366832993,0.6032071544816999,0.5837350626786549,18,23
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,44,44,0.8275862068965517,0.8275862068965518,0.8857142857142857,29,12.0279471410322,0.0026172330253757536,0.09024941466812943,0.01410675048828125,3698,0.1953125,43.16455078125,0.5888817807038625,0.5963219451633367,0.5986871600151062,17,22
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,45,45,0.6,0.35714285714285715,0.8339920948616601,45,7.222898389038164,0.0021349089802242815,0.04744242178276181,0.01410675048828125,3698,0.0,43.16455078125,0.6090532274860324,0.6187866005030546,0.5915008147557577,8,13
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,46,46,0.6888888888888889,0.65,0.7470355731225297,45,10.437910080014262,0.00213099701795727,0.04735548928793934,0.01410675048828125,3698,0.0,43.16455078125,0.5943300254417189,0.6019496554226587,0.5869994004567464,14,19
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,47,47,0.5777777777777777,0.3870967741935483,0.5575396825396824,45,10.923150751041248,0.002621702034957707,0.05826004522128238,0.01410675048828125,3698,0.0,43.16455078125,0.5784297438733506,0.6004762990456639,0.5979884386062622,15,20
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,48,48,0.6470588235294118,0.625,0.9142857142857144,17,7.311905785987619,0.0023785140365362167,0.13991259038448334,0.01410675048828125,3698,2.48828125,43.16455078125,0.6051031151660403,0.6169747609393041,0.607694168885549,8,13
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,49,49,0.6888888888888889,0.7407407407407406,0.9169960474308301,45,23.00250306597445,0.0026187680196017027,0.05819484488003784,0.01410675048828125,3698,0.00390625,43.16455078125,0.5638909990137274,0.567325748277433,0.5762083192666372,37,42
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,50,50,0.5111111111111111,0.0,0.6007905138339921,45,13.412659948051441,0.003683916002046317,0.08186480004547371,0.01410675048828125,3698,0.0,43.16455078125,0.5878174609758637,0.6002606842102427,0.5790531039237976,19,24
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,51,51,0.4666666666666667,0.6363636363636364,0.6825396825396826,45,7.794773777015507,0.002319986990187317,0.05155526644860704,0.01410675048828125,3698,0.0,43.16455078125,0.5942550265427792,0.6121536400733572,0.6005348702271779,9,14
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,52,52,0.8048780487804879,0.7499999999999999,0.9138755980861244,41,17.3936525239842,0.004287133982870728,0.1045642434846519,0.01410675048828125,3698,0.0,43.16455078125,0.568259473099853,0.5822879830093095,0.5807933966318767,26,31
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,53,53,0.46511627906976744,0.5306122448979591,0.47835497835497837,43,10.660704430018086,0.0051781689980998635,0.1204225348395317,0.01410675048828125,3698,0.1953125,43.16455078125,0.588718602377357,0.5991419700510574,0.586849554379781,14,19
