parameter_name,parameter_value,n_neighbors,weights,metric,p,csp_components,fold,subject,accuracy,f1_score,roc_auc
metric,manhattan,5,distance,manhattan,2,6,76,76,0.5777777777777777,0.6122448979591837,0.6264822134387351
metric,manhattan,5,distance,manhattan,2,6,77,77,0.6222222222222222,0.6909090909090909,0.5982142857142857
metric,manhattan,5,distance,manhattan,2,6,78,78,0.5555555555555556,0.6153846153846154,0.5286561264822134
metric,manhattan,5,distance,manhattan,2,6,79,79,0.625,0.5714285714285714,0.6074999999999999
metric,manhattan,5,distance,manhattan,2,6,80,80,0.5555555555555556,0.3333333333333333,0.5098814229249011
metric,manhattan,5,distance,manhattan,2,6,81,81,0.5111111111111111,0.3125,0.46837944664031617
metric,manhattan,5,distance,manhattan,2,6,82,82,0.5777777777777777,0.6779661016949152,0.6067193675889329
metric,manhattan,5,distance,manhattan,2,6,83,83,0.5263157894736842,0.3076923076923077,0.4155124653739612
metric,manhattan,5,distance,manhattan,2,6,84,84,0.6363636363636364,0.6190476190476191,0.6159420289855073
metric,manhattan,5,distance,manhattan,2,6,85,85,0.6818181818181818,0.75,0.7318840579710145
metric,manhattan,5,distance,manhattan,2,6,86,86,0.5681818181818182,0.5365853658536586,0.6335403726708074
metric,manhattan,5,distance,manhattan,2,6,87,87,0.5555555555555556,0.6296296296296297,0.5691699604743083
metric,manhattan,5,distance,manhattan,2,6,88,88,0.4909090909090909,0.3,0.5317460317460317
metric,manhattan,5,distance,manhattan,2,6,89,89,0.5777777777777777,0.6415094339622641,0.6815476190476191
metric,manhattan,5,distance,manhattan,2,6,90,90,0.4222222222222222,0.35,0.4100790513833992
metric,manhattan,5,distance,manhattan,2,6,91,91,0.5909090909090909,0.6785714285714286,0.6621900826446281
metric,manhattan,5,distance,manhattan,2,6,92,92,0.5178571428571429,0.4489795918367347,0.5448717948717948
metric,manhattan,5,distance,manhattan,2,6,93,93,0.6222222222222222,0.6530612244897959,0.7154150197628458
metric,manhattan,5,distance,manhattan,2,6,94,94,0.8409090909090909,0.8679245283018868,0.8913043478260869
metric,manhattan,5,distance,manhattan,2,6,95,95,0.6071428571428571,0.6206896551724138,0.5677083333333333
metric,manhattan,5,distance,manhattan,2,6,96,96,0.5952380952380952,0.6792452830188679,0.6281179138321995
metric,manhattan,5,distance,manhattan,2,6,97,97,0.5227272727272727,0.4,0.4865702479338843
metric,manhattan,5,distance,manhattan,2,6,98,98,0.6444444444444445,0.7241379310344828,0.5810276679841897
metric,manhattan,5,distance,manhattan,2,6,99,99,0.5116279069767442,0.4,0.551948051948052
metric,manhattan,5,distance,manhattan,2,6,100,100,0.6111111111111112,0.6666666666666666,0.5925925925925926
metric,manhattan,5,distance,manhattan,2,6,101,101,0.4444444444444444,0.3902439024390244,0.4278656126482213
metric,manhattan,5,distance,manhattan,2,6,102,102,0.5555555555555556,0.5,0.567193675889328
metric,manhattan,5,distance,manhattan,2,6,103,103,0.627906976744186,0.5789473684210527,0.6926406926406926
metric,manhattan,5,distance,manhattan,2,6,104,104,0.46511627906976744,0.4888888888888889,0.44588744588744583
metric,manhattan,5,distance,manhattan,2,6,105,105,0.5555555555555556,0.5238095238095238,0.48023715415019763
metric,manhattan,5,distance,manhattan,2,6,106,106,0.5333333333333333,0.5333333333333333,0.5456349206349206
metric,manhattan,5,distance,manhattan,2,6,107,107,0.37777777777777777,0.44,0.3759920634920635
metric,manhattan,5,distance,manhattan,2,6,108,108,0.6444444444444445,0.6190476190476191,0.6808300395256917
metric,minkowski,5,distance,minkowski,2,6,1,1,0.4222222222222222,0.4090909090909091,0.4545454545454546
metric,minkowski,5,distance,minkowski,2,6,2,2,0.7555555555555555,0.6857142857142857,0.8162055335968379
metric,minkowski,5,distance,minkowski,2,6,3,3,0.4888888888888889,0.5490196078431373,0.46047430830039526
metric,minkowski,5,distance,minkowski,2,6,4,4,0.4666666666666667,0.14285714285714285,0.3883399209486165
metric,minkowski,5,distance,minkowski,2,6,5,5,0.4,0.425531914893617,0.4126984126984127
metric,minkowski,5,distance,minkowski,2,6,6,6,0.4888888888888889,0.20689655172413793,0.5376984126984127
metric,minkowski,5,distance,minkowski,2,6,7,7,0.5777777777777777,0.6779661016949152,0.6847826086956521
metric,minkowski,5,distance,minkowski,2,6,8,8,0.5555555555555556,0.5238095238095238,0.5533596837944664
metric,minkowski,5,distance,minkowski,2,6,9,9,0.4888888888888889,0.3783783783783784,0.43154761904761907
metric,minkowski,5,distance,minkowski,2,6,10,10,0.5555555555555556,0.5833333333333334,0.626984126984127
metric,minkowski,5,distance,minkowski,2,6,11,11,0.4666666666666667,0.5,0.5148221343873518
metric,minkowski,5,distance,minkowski,2,6,12,12,0.5555555555555556,0.5454545454545454,0.5873015873015873
metric,minkowski,5,distance,minkowski,2,6,13,13,0.45714285714285713,0.45714285714285713,0.607843137254902
metric,minkowski,5,distance,minkowski,2,6,14,14,0.5777777777777777,0.5581395348837209,0.6067193675889329
metric,minkowski,5,distance,minkowski,2,6,15,15,0.6444444444444445,0.7142857142857143,0.7322134387351777
metric,minkowski,5,distance,minkowski,2,6,16,16,0.5111111111111111,0.5,0.5632411067193676
metric,minkowski,5,distance,minkowski,2,6,17,17,0.5238095238095238,0.2857142857142857,0.41818181818181815
metric,minkowski,5,distance,minkowski,2,6,18,18,0.4444444444444444,0.5283018867924528,0.391304347826087
metric,minkowski,5,distance,minkowski,2,6,19,19,0.6,0.64,0.6086956521739131
metric,minkowski,5,distance,minkowski,2,6,20,20,0.6,0.4,0.5928853754940712
metric,minkowski,5,distance,minkowski,2,6,21,21,0.6,0.6086956521739131,0.6398809523809524
metric,minkowski,5,distance,minkowski,2,6,22,22,0.4222222222222222,0.5517241379310345,0.4644268774703557
metric,minkowski,5,distance,minkowski,2,6,23,23,0.6363636363636364,0.68,0.706611570247934
metric,minkowski,5,distance,minkowski,2,6,24,24,0.4444444444444444,0.2857142857142857,0.7142857142857143
