parameter_name,parameter_value,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,fold,subject,accuracy,f1_score,roc_auc,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,5,5,0.4666666666666667,0.0,0.439484126984127,6.2101532599990605,0.002095955998811405,0.04657679997358678,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,6,6,0.4666666666666667,0.6363636363636364,0.4593253968253968,6.208861324997997,0.0020221339982526843,0.04493631107228187,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,7,7,0.5111111111111111,0.0,0.6511857707509882,6.222051532000478,0.002006279999477556,0.04458399998839013,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,8,8,0.4888888888888889,0.0,0.673913043478261,6.186171704997832,0.002079334000882227,0.046207422241827265,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,9,9,0.5333333333333333,0.0,0.40476190476190477,6.262463962997572,0.002093512001010822,0.0465224889113516,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,10,10,0.5333333333333333,0.0,0.4613095238095238,6.19793909299915,0.0020574740010488313,0.04572164446775181,0.0818796157836914,20866,0.00390625,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,11,11,0.5111111111111111,0.0,0.37747035573122534,6.191428637001081,0.002052234998700442,0.045605222193343155,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,12,12,0.4666666666666667,0.0,0.574404761904762,6.1968087009990995,0.0020500700011325534,0.045557111136278965,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,13,13,0.5142857142857142,0.0,0.5130718954248366,6.196373865001078,0.001871833999757655,0.05348097142164729,0.0818796157836914,20866,0.09765625,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,14,14,0.4888888888888889,0.0,0.6590909090909091,6.191575515000295,0.0020325400000729132,0.045167555557175845,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,15,15,0.5111111111111111,0.0,0.48814229249011865,6.194498400000157,0.002077379002002999,0.04616397782228887,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,16,16,0.4888888888888889,0.0,0.48715415019762853,6.1949223410010745,0.0020459500010474585,0.04546555557883241,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,17,17,0.5238095238095238,0.0,0.5613636363636364,6.197572772001877,0.0020442040004127193,0.04867152381935046,0.0818796157836914,20866,0.09375,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,18,18,0.4888888888888889,0.0,0.49308300395256915,6.2251525840001705,0.0020607559999916703,0.045794577777592674,0.0818796157836914,20866,0.0,146.35302734375
