parameter_name,parameter_value,F1,D,F2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,fold,subject,accuracy,f1_score,roc_auc,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb
D,2,8,2,16,64,0.25,0.001,32,20,0.0,8,8,0.4888888888888889,0.0,0.7569169960474309,10.794083146000048,0.0023968329987837933,0.053262955528528735,0.014682769775390625,1858,0.01171875,26.35791015625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,9,9,0.4888888888888889,0.5490196078431373,0.4861111111111111,10.83385228899715,0.00303916800476145,0.06753706677247667,0.014682769775390625,1858,0.0078125,26.35986328125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,10,10,0.5333333333333333,0.6557377049180327,0.740079365079365,10.850002940002014,0.0023234990003402345,0.05163331111867188,0.014682769775390625,1858,0.01171875,26.36181640625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,11,11,0.4888888888888889,0.6567164179104478,0.5177865612648221,10.83002160199976,0.0023002419984550215,0.05111648885455603,0.014682769775390625,1858,0.015625,26.36376953125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,12,12,0.5333333333333333,0.6956521739130435,0.8333333333333334,10.787039175003883,0.0023058989972923882,0.05124219993983085,0.014682769775390625,1858,0.0078125,26.36572265625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,13,13,0.6,0.4166666666666667,0.673202614379085,10.772099932000856,0.0021486849946086295,0.061390999845960845,0.014682769775390625,1858,0.0078125,26.36767578125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,14,14,0.5111111111111111,0.6764705882352942,0.6699604743083004,10.761401904994273,0.0024263059967779554,0.05391791103951012,0.014682769775390625,1858,0.015625,26.36962890625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,15,15,0.8222222222222222,0.8333333333333334,0.9328063241106721,10.754919601997244,0.002327480004169047,0.05172177787042326,0.014682769775390625,1858,0.01171875,26.37158203125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,16,16,0.4888888888888889,0.14814814814814814,0.6185770750988142,10.738717337997514,0.002246534000732936,0.049922977794065244,0.014682769775390625,1858,0.015625,26.37353515625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,17,17,0.6428571428571429,0.5945945945945946,0.6840909090909092,10.743184493003355,0.0022118220003903843,0.05266242858072344,0.014682769775390625,1858,0.015625,26.37548828125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,18,18,0.5111111111111111,0.6764705882352942,0.49209486166007904,10.758836681998218,0.002273213001899421,0.050515844486653805,0.014682769775390625,1858,0.0078125,26.37744140625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,19,19,0.4888888888888889,0.6567164179104478,0.8023715415019763,10.735350611001195,0.002258545995573513,0.05018991101274474,0.014682769775390625,1858,0.01171875,26.37939453125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,20,20,0.4888888888888889,0.6567164179104478,0.5592885375494071,10.726927124000213,0.0023185399986687116,0.05152311108152693,0.014682769775390625,1858,0.01171875,26.38134765625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,21,21,0.5333333333333333,0.0,0.8115079365079365,10.72892488099751,0.002252540005429182,0.050056444565092936,0.014682769775390625,1858,0.015625,26.38330078125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,22,22,0.5333333333333333,0.16,0.6561264822134387,10.728380183994886,0.0022554730021511205,0.0501216222700249,0.014682769775390625,1858,0.015625,26.38525390625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,23,23,0.4772727272727273,0.6461538461538462,0.7169421487603307,10.73522517499805,0.0022334730019792914,0.05076075004498389,0.014682769775390625,1858,0.01171875,26.38720703125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,24,24,0.3888888888888889,0.0,0.4415584415584416,10.749423885004944,0.0010193420021096244,0.05663011122831247,0.014682769775390625,1858,0.0078125,26.38916015625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,25,25,0.5111111111111111,0.6764705882352942,0.7628458498023716,10.71748506300355,0.0023416580006596632,0.05203684445910362,0.014682769775390625,1858,0.01171875,26.39111328125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,26,26,0.4666666666666667,0.6363636363636364,0.6041666666666666,10.711687840004743,0.002245276002213359,0.04989502227140798,0.014682769775390625,1858,0.01171875,26.39306640625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,27,27,0.4888888888888889,0.5490196078431373,0.6146245059288538,10.702032481996866,0.002312044998689089,0.051378777748646416,0.014682769775390625,1858,0.0078125,26.39501953125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,28,28,0.4888888888888889,0.0,0.5454545454545454,10.703744304999418,0.0022368950012605637,0.049708777805790305,0.014682769775390625,1858,0.01171875,26.39697265625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,29,29,0.4888888888888889,0.6567164179104478,0.9426877470355731,10.693086814004346,0.0022295939998002723,0.049546533328894936,0.014682769775390625,1858,0.0078125,26.39892578125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,30,30,0.4666666666666667,0.6363636363636364,0.5396825396825397,10.696384773000318,0.0022594849942834117,0.05021077765074248,0.014682769775390625,1858,0.0078125,26.40087890625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,31,31,0.6222222222222222,0.41379310344827586,0.8557312252964427,10.683166296999843,0.0022620000017923303,0.050266666706496224,0.014682769775390625,1858,0.015625,26.40283203125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,32,32,0.5227272727272727,0.6865671641791045,0.7142857142857143,10.673154177995457,0.002202078001573682,0.05004722730849277,0.014682769775390625,1858,0.0078125,26.40478515625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,33,33,0.4888888888888889,0.6567164179104478,0.5,10.66903218600055,0.002256938998471014,0.050154199966022536,0.014682769775390625,1858,0.0078125,26.40673828125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,34,34,0.5333333333333333,0.6956521739130435,0.9246031746031745,10.673227115999907,0.0022621780008194037,0.0502706222404312,0.014682769775390625,1858,0.01953125,26.40869140625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,35,35,0.7111111111111111,0.7547169811320755,0.8517786561264822,10.678533559999778,0.002343542997550685,0.05207873327890411,0.014682769775390625,1858,0.0078125,26.41064453125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,36,36,0.5,0.0,0.41115702479338845,10.720411359994614,0.0024044450037763454,0.054646477358553304,0.014682769775390625,1858,0.01953125,26.41259765625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,37,37,0.5111111111111111,0.0,0.5830039525691699,10.756545085998368,0.002387612999882549,0.053058066664056644,0.014682769775390625,1858,0.0078125,26.41455078125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,38,38,0.5333333333333333,0.676923076923077,0.5138339920948617,10.735922325999127,0.002427004001219757,0.05393342224932793,0.014682769775390625,1858,0.01171875,26.41650390625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,39,39,0.5681818181818182,0.6779661016949152,0.5693581780538302,10.7361058710012,0.002284806003444828,0.05192740916920063,0.014682769775390625,1858,0.01171875,26.41845703125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,40,40,0.6,0.7272727272727273,0.4781746031746032,10.705800793999515,0.0022919300026842393,0.05093177783742754,0.014682769775390625,1858,0.0,26.42041015625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,41,41,0.4666666666666667,0.6363636363636364,0.5892857142857142,10.722756438997749,0.0022540759964613244,0.05009057769914054,0.014682769775390625,1858,0.01171875,26.42236328125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,42,42,0.7333333333333333,0.6470588235294118,0.9209486166007905,10.68784271000186,0.002238989996840246,0.04975533326311658,0.014682769775390625,1858,0.01171875,26.42431640625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,43,43,0.7777777777777778,0.7619047619047619,0.8893280632411067,10.68618459499703,0.0022853650007164106,0.050785888904809125,0.014682769775390625,1858,0.0078125,26.42626953125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,44,44,0.7931034482758621,0.8235294117647058,0.8904761904761904,10.681901542993728,0.0013728810008615255,0.047340724167638806,0.014682769775390625,1858,0.01171875,26.42822265625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,45,45,0.5111111111111111,0.0,0.8063241106719368,10.681190622999566,0.002267974996357225,0.05039944436349389,0.014682769775390625,1858,0.0078125,26.43017578125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,46,46,0.5111111111111111,0.0,0.8063241106719368,10.670489386000554,0.002261619003547821,0.05025820007884047,0.014682769775390625,1858,0.01171875,26.43212890625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,47,47,0.4666666666666667,0.6363636363636364,0.6507936507936507,10.678860769003222,0.0023724570055492222,0.052721266789982714,0.014682769775390625,1858,0.00390625,26.43408203125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,48,48,0.7647058823529411,0.7777777777777778,0.9142857142857144,10.806917960006103,0.001082966999092605,0.06370394112309441,0.014682769775390625,1858,0.01171875,26.43603515625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,49,49,0.4888888888888889,0.5964912280701754,0.6047430830039526,10.808556590003718,0.0023691059977863915,0.052646799950808704,0.014682769775390625,1858,0.0078125,26.43798828125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,50,50,0.4888888888888889,0.6567164179104478,0.5177865612648221,10.733625227003358,0.002249744997243397,0.04999433327207549,0.014682769775390625,1858,0.00390625,26.43994140625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,51,51,0.4666666666666667,0.6363636363636364,0.5753968253968254,10.731252211000537,0.0023607240000274032,0.052460533333942294,0.014682769775390625,1858,0.0078125,26.44189453125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,52,52,0.5853658536585366,0.19047619047619047,0.8899521531100478,10.705085265006346,0.0022496760066132993,0.054870146502763395,0.014682769775390625,1858,0.00390625,26.44384765625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,53,53,0.46511627906976744,0.0,0.41341991341991347,10.737228159006918,0.002356883000175003,0.05481123256220937,0.014682769775390625,1858,0.01171875,26.44580078125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,54,54,0.6923076923076923,0.6470588235294118,0.7771739130434783,10.742405116005102,0.00247596299595898,0.06348623066561487,0.014682769775390625,1858,0.00390625,26.44775390625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,55,55,0.5111111111111111,0.0,0.8972332015810277,10.738900172000285,0.0026605550010572188,0.05912344446793819,0.014682769775390625,1858,0.0078125,26.44970703125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,56,56,0.7045454545454546,0.7636363636363637,0.9256198347107438,11.186244675001944,0.0022946540047996677,0.052151227381810626,0.014682769775390625,1858,0.01953125,26.45166015625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,57,57,0.4888888888888889,0.6461538461538462,0.5773809523809524,10.835405751000508,0.0023466859929612838,0.052148577621361866,0.014682769775390625,1858,0.0,26.45361328125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,58,58,0.4666666666666667,0.6363636363636364,0.6329365079365079,10.759471599994868,0.002489163998689037,0.05531475552642304,0.014682769775390625,1858,0.01171875,26.45556640625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,59,59,0.4666666666666667,0.6363636363636364,0.5138888888888888,10.730421583000862,0.0023075050048646517,0.05127788899699226,0.014682769775390625,1858,0.01171875,26.45751953125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,60,60,0.6590909090909091,0.5161290322580645,0.8946280991735537,10.737392985996848,0.0023982290003914386,0.05450520455435087,0.014682769775390625,1858,0.01171875,26.45947265625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,61,61,0.6744186046511628,0.5625,0.8181818181818182,10.674615432006249,0.002865262002160307,0.06663400005023969,0.014682769775390625,1858,0.0078125,26.46142578125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,62,62,0.5111111111111111,0.0,0.9683794466403162,10.664874868998595,0.002269371005240828,0.050430466783129506,0.014682769775390625,1858,0.01171875,26.46337890625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,63,63,0.4883720930232558,0.0,0.6168831168831169,10.66053622400068,0.0023533909989055246,0.05473002323036103,0.014682769775390625,1858,0.015625,26.46533203125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,64,64,0.4888888888888889,0.6567164179104478,0.7154150197628459,10.668551902999752,0.0022740499989595264,0.05053444442132281,0.014682769775390625,1858,0.00390625,26.46728515625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,65,65,0.4666666666666667,0.6363636363636364,0.8908730158730158,10.668506645997695,0.0023730160028208047,0.05273368895157343,0.014682769775390625,1858,0.01171875,26.46923828125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,66,66,0.4888888888888889,0.0,0.6264822134387352,10.666735596001672,0.002336978002858814,0.05193284450797364,0.014682769775390625,1858,0.01953125,26.47119140625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,67,67,0.5111111111111111,0.6764705882352942,0.5454545454545454,10.656114395998884,0.0023161650024121627,0.05147033338693695,0.014682769775390625,1858,0.01171875,26.47314453125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,68,68,0.5111111111111111,0.6764705882352942,0.6324110671936758,10.686258975998498,0.0022583360041608103,0.05018524453690689,0.014682769775390625,1858,0.01171875,26.47509765625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,69,69,0.5333333333333333,0.2222222222222222,0.5357142857142857,10.842351872001018,0.0024703759991098195,0.05489724442466266,0.014682769775390625,1858,0.00390625,26.47705078125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,70,70,0.5555555555555556,0.23076923076923078,0.8656126482213439,11.024261457998364,0.0022331229993142188,0.04962495554031597,0.014682769775390625,1858,0.01171875,26.47900390625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,71,71,0.5111111111111111,0.6764705882352942,0.9367588932806323,10.828831607999746,0.002313791002961807,0.05141757784359571,0.014682769775390625,1858,0.01171875,26.48095703125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,72,72,0.4888888888888889,0.0,0.9407114624505929,10.736882791003154,0.002525340998545289,0.056118688856561974,0.014682769775390625,1858,0.01171875,26.48291015625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,73,73,0.4888888888888889,0.6567164179104478,0.5474308300395256,10.753470439005469,0.0023313909987336956,0.0518086888607488,0.014682769775390625,1858,0.015625,26.48486328125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,74,74,0.5555555555555556,0.09090909090909091,0.626984126984127,10.749323859003198,0.0025196849965141155,0.0559929999225359,0.014682769775390625,1858,0.00390625,26.48681640625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,75,75,0.7073170731707317,0.7692307692307693,0.9357142857142857,10.69488730699959,0.0022973079976509325,0.05603190238173006,0.014682769775390625,1858,0.0078125,26.48876953125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,76,76,0.4888888888888889,0.6567164179104478,0.6166007905138341,10.660386552001,0.002231168000434991,0.04958151112077758,0.014682769775390625,1858,0.01171875,26.49072265625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,77,77,0.5333333333333333,0.5333333333333333,0.621031746031746,10.630884659003641,0.002299683001183439,0.05110406669296531,0.014682769775390625,1858,0.01171875,26.49267578125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,78,78,0.4888888888888889,0.6567164179104478,0.5652173913043478,10.633194608002668,0.0023024059992167167,0.05116457776037148,0.014682769775390625,1858,0.0078125,26.49462890625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,79,79,0.575,0.32,0.51,10.640186475000519,0.002154410998628009,0.05386027496570023,0.014682769775390625,1858,0.0078125,26.49658203125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,80,80,0.4888888888888889,0.6567164179104478,0.6264822134387352,10.632337297996855,0.0022957719993428327,0.05101715554095184,0.014682769775390625,1858,0.015625,26.49853515625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,81,81,0.4888888888888889,0.0,0.6541501976284585,10.617065541002376,0.00226266699610278,0.050281488802284,0.014682769775390625,1858,0.015625,26.50048828125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,82,82,0.5111111111111111,0.0,0.8280632411067195,10.645225214997481,0.002349479000258725,0.05221064445019389,0.014682769775390625,1858,0.0078125,26.50244140625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,83,83,0.5263157894736842,0.1,0.7811634349030471,10.630835001000378,0.0021664240048266947,0.057011158021755125,0.014682769775390625,1858,0.01953125,26.50439453125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,84,84,0.5681818181818182,0.17391304347826086,0.7474120082815735,10.636746693999157,0.002296119993843604,0.052184545314627365,0.014682769775390625,1858,0.01171875,26.50634765625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,85,85,0.8863636363636364,0.8837209302325582,0.9710144927536232,10.627005153000937,0.002304500994796399,0.05237502260900907,0.014682769775390625,1858,0.01171875,26.50830078125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,86,86,0.5227272727272727,0.6865671641791045,0.6169772256728778,10.625152178996359,0.0022653199994238093,0.051484545441450216,0.014682769775390625,1858,0.015625,26.51025390625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,87,87,0.5333333333333333,0.676923076923077,0.45059288537549413,10.614125897998747,0.0024196009981096722,0.05376891106910382,0.014682769775390625,1858,0.01171875,26.51220703125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,88,88,0.4909090909090909,0.0,0.6415343915343916,10.570287358001224,0.0026419080022606067,0.048034690950192846,0.014682769775390625,1858,0.01171875,26.51416015625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,89,89,0.5333333333333333,0.0,0.5992063492063492,10.616111012997862,0.0023516450019087642,0.05225877782019476,0.014682769775390625,1858,0.0078125,26.51611328125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,90,90,0.6888888888888889,0.6956521739130435,0.717391304347826,10.605958800995722,0.0022554730021511205,0.0501216222700249,0.014682769775390625,1858,0.01171875,26.51806640625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,91,91,0.5,0.6666666666666666,0.6756198347107438,10.609961089001445,0.0023574419974465854,0.05357822721469513,0.014682769775390625,1858,0.0078125,26.52001953125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,92,92,0.5892857142857143,0.7088607594936709,0.7410256410256411,10.566025678002916,0.0025963010048144497,0.046362517943115175,0.014682769775390625,1858,0.015625,26.52197265625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,93,93,0.6,0.6785714285714286,0.7687747035573123,10.610052721000102,0.0022513520016218536,0.05003004448048563,0.014682769775390625,1858,0.00390625,26.52392578125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,94,94,0.6136363636363636,0.7301587301587301,0.9648033126293996,10.620326456999464,0.0022313079971354455,0.05071154538944195,0.014682769775390625,1858,0.01171875,26.52587890625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,95,95,0.7142857142857143,0.5,0.8072916666666667,10.643379433997325,0.0013906910025980324,0.04966753580707258,0.014682769775390625,1858,0.01171875,26.52783203125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,96,96,0.5238095238095238,0.6666666666666666,0.6666666666666666,10.618072591001692,0.0022607810024055652,0.05382811910489441,0.014682769775390625,1858,0.00390625,26.52978515625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,97,97,0.5,0.6666666666666666,0.3863636363636364,10.611601044998679,0.0022102849980001338,0.05023374995454849,0.014682769775390625,1858,0.015625,26.53173828125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,98,98,0.5111111111111111,0.35294117647058826,0.5830039525691699,10.615208237002662,0.0022322149961837567,0.04960477769297237,0.014682769775390625,1858,0.0078125,26.53369140625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,99,99,0.4883720930232558,0.6451612903225806,0.4393939393939394,10.620193477996509,0.0022652499974356033,0.0526802324985024,0.014682769775390625,1858,0.00390625,26.53564453125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,100,100,0.5,0.6666666666666666,0.6141975308641976,10.617835129000014,0.0021604180001304485,0.06001161111473468,0.014682769775390625,1858,0.01953125,26.53759765625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,101,101,0.4888888888888889,0.5106382978723404,0.5039525691699605,10.622561256001063,0.002342915002373047,0.05206477783051216,0.014682769775390625,1858,0.0078125,26.53955078125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,102,102,0.5111111111111111,0.6764705882352942,0.717391304347826,10.607557412004098,0.0022599430012633093,0.050220955583629094,0.014682769775390625,1858,0.01171875,26.54150390625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,103,103,0.5813953488372093,0.25,0.7683982683982684,10.606878967999364,0.0023172129949671216,0.05388867430156097,0.014682769775390625,1858,0.0078125,26.54345703125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,104,104,0.6046511627906976,0.6530612244897959,0.7424242424242424,10.601106260000961,0.0023238479989231564,0.054042976719143175,0.014682769775390625,1858,0.0078125,26.54541015625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,105,105,0.5111111111111111,0.0,0.7806324110671936,10.60406825300015,0.002327130001503974,0.05171400003342165,0.014682769775390625,1858,0.01171875,26.54736328125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,106,106,0.5555555555555556,0.09090909090909091,0.5793650793650793,10.616817812006047,0.0022915109948371537,0.05092246655193675,0.014682769775390625,1858,0.0078125,26.54931640625
D,2,8,2,16,64,0.25,0.001,32,20,0.0,107,107,0.5333333333333333,0.0,0.4781746031746032,10.615162979993329,0.0026176019964623265,0.05816893325471837,0.014682769775390625,1858,0.0078125,26.55126953125
D,2,8,2,16,64,0.25,0.001,32,20,0.0,108,108,0.7333333333333333,0.6842105263157895,0.8122529644268774,10.61041352400207,0.0022260690020630136,0.04946820004584475,0.014682769775390625,1858,0.00390625,26.55322265625
D,4,8,4,32,64,0.25,0.001,32,20,0.0,1,1,0.5111111111111111,0.15384615384615385,0.7727272727272727,14.183558513999742,0.002688002998183947,0.059733399959643274,0.021945953369140625,3698,0.0546875,27.58544921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,2,2,0.4888888888888889,0.6567164179104478,0.8893280632411068,14.17402363599831,0.002670612004294526,0.05934693342876724,0.021945953369140625,3698,0.00390625,27.58935546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,3,3,0.5111111111111111,0.0,0.2766798418972332,14.175861593997979,0.002662651000719052,0.059170022238201156,0.021945953369140625,3698,0.0078125,27.59326171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,4,4,0.5111111111111111,0.0,0.7964426877470356,14.173627003998263,0.0026931009997497313,0.05984668888332736,0.021945953369140625,3698,0.01171875,27.59716796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,5,5,0.5333333333333333,0.6956521739130435,0.5178571428571428,14.175710734998574,0.002598466002382338,0.057743688941829734,0.021945953369140625,3698,0.01171875,27.60107421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,6,6,0.35555555555555557,0.43137254901960786,0.49007936507936506,14.175118545994337,0.0026813679942279123,0.05958595542728694,0.021945953369140625,3698,0.0078125,27.60498046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,7,7,0.7333333333333333,0.625,0.9545454545454545,14.160500926998793,0.002591481003037188,0.05758846673415974,0.021945953369140625,3698,0.0078125,27.60888671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,8,8,0.6666666666666666,0.7457627118644068,0.8063241106719368,14.168396128996392,0.0026433739985805005,0.058741644412900015,0.021945953369140625,3698,0.01171875,27.61279296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,9,9,0.4888888888888889,0.5964912280701754,0.4642857142857143,14.176593117001175,0.0027148230001330376,0.06032940000295639,0.021945953369140625,3698,0.01171875,27.61669921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,10,10,0.6222222222222222,0.5142857142857142,0.7063492063492063,14.158424389002903,0.002602098000352271,0.057824400007828236,0.021945953369140625,3698,0.01171875,27.62060546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,11,11,0.5111111111111111,0.0,0.43873517786561267,14.153234580997378,0.0026133419960387982,0.05807426657863996,0.021945953369140625,3698,0.01171875,27.62451171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,12,12,0.5333333333333333,0.6956521739130435,0.8095238095238095,14.160952523998276,0.002608312999655027,0.05796251110344504,0.021945953369140625,3698,0.01171875,27.62841796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,13,13,0.6285714285714286,0.48,0.7418300653594772,14.16789994899591,0.002465277000737842,0.07043648573536691,0.021945953369140625,3698,0.0078125,27.63232421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,14,14,0.5111111111111111,0.6764705882352942,0.6343873517786561,14.16781480100326,0.0026313620037399232,0.05847471119422051,0.021945953369140625,3698,0.015625,27.63623046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,15,15,0.8222222222222222,0.8095238095238095,0.932806324110672,14.154723016996286,0.002607055997941643,0.05793457773203651,0.021945953369140625,3698,0.01171875,27.64013671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,16,16,0.5111111111111111,0.6666666666666666,0.5395256916996047,14.152479907002999,0.0026025160041172057,0.057833688980382346,0.021945953369140625,3698,0.01171875,27.64404296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,17,17,0.5714285714285714,0.35714285714285715,0.7000000000000001,14.155098417999397,0.0026106880031875335,0.06215923817113175,0.021945953369140625,3698,0.015625,27.64794921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,18,18,0.4888888888888889,0.0,0.5237154150197628,14.1756093590011,0.0026611139983288012,0.05913586662952892,0.021945953369140625,3698,0.00390625,27.65185546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,19,19,0.6888888888888889,0.6111111111111112,0.7905138339920948,14.213092635996873,0.0026484030022402294,0.05885340004978288,0.021945953369140625,3698,0.015625,27.65576171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,20,20,0.4888888888888889,0.6567164179104478,0.6047430830039526,14.168507422000403,0.002613342003314756,0.0580742667403279,0.021945953369140625,3698,0.0078125,27.65966796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,21,21,0.6222222222222222,0.32,0.8392857142857143,14.166025801001524,0.0026246560009894893,0.05832568891087754,0.021945953369140625,3698,0.01171875,27.66357421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,22,22,0.4888888888888889,0.20689655172413793,0.5296442687747035,14.153186147996166,0.002605449997645337,0.057898888836563044,0.021945953369140625,3698,0.01171875,27.66748046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,23,23,0.5909090909090909,0.6896551724137931,0.6880165289256198,14.157260720996419,0.0027397560043027624,0.06226718191597187,0.021945953369140625,3698,0.0078125,27.67138671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,24,24,0.3888888888888889,0.0,0.5064935064935064,14.209785136001301,0.0012043519964208826,0.06690844424560459,0.021945953369140625,3698,0.01953125,27.67529296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,25,25,0.6222222222222222,0.5142857142857142,0.7529644268774703,14.159068158005539,0.002598813996883109,0.057751422152957976,0.021945953369140625,3698,0.0078125,27.67919921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,26,26,0.4666666666666667,0.6363636363636364,0.5734126984126984,14.19351568899583,0.0027462509970064275,0.061027799933476165,0.021945953369140625,3698,0.015625,27.68310546875
