parameter_name,parameter_value,kernel,C,gamma,degree,coef0,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,66,66,0.5555555555555556,0.5,0.5316205533596838
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,67,67,0.5111111111111111,0.15384615384615385,0.5810276679841897
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,68,68,0.5333333333333333,0.16,0.6719367588932805
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,69,69,0.5555555555555556,0.16666666666666666,0.6130952380952381
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,70,70,0.5777777777777777,0.2962962962962963,0.8300395256916996
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,71,71,0.6,0.35714285714285715,0.9367588932806324
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,72,72,0.9555555555555556,0.9565217391304348,0.9841897233201581
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,73,73,0.6888888888888889,0.72,0.7391304347826088
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,74,74,0.5555555555555556,0.6153846153846154,0.6051587301587302
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,75,75,0.8292682926829268,0.8205128205128205,0.9333333333333332
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,76,76,0.6444444444444445,0.6,0.6245059288537549
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,77,77,0.4888888888888889,0.5818181818181818,0.5416666666666666
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,78,78,0.4888888888888889,0.6229508196721312,0.4703557312252964
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,79,79,0.625,0.5454545454545454,0.68
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,80,80,0.5111111111111111,0.0,0.49999999999999994
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,81,81,0.4888888888888889,0.0,0.5909090909090909
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,82,82,0.5777777777777777,0.4864864864864865,0.6798418972332015
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,83,83,0.5526315789473685,0.19047619047619047,0.8725761772853186
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,84,84,0.6818181818181818,0.6956521739130435,0.712215320910973
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,85,85,0.5681818181818182,0.6885245901639344,0.8964803312629399
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,86,86,0.6136363636363636,0.41379310344827586,0.8819875776397516
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,87,87,0.5333333333333333,0.4878048780487805,0.49209486166007904
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,88,88,0.5454545454545454,0.32432432432432434,0.601851851851852
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,89,89,0.5777777777777777,0.6666666666666666,0.7162698412698413
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,90,90,0.5111111111111111,0.45,0.5158102766798418
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,91,91,0.4772727272727273,0.4888888888888889,0.5475206611570249
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,92,92,0.6071428571428571,0.45,0.7217948717948718
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,93,93,0.7111111111111111,0.6060606060606061,0.9130434782608696
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,94,94,0.8863636363636364,0.9019607843137255,0.958592132505176
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,95,95,0.39285714285714285,0.5641025641025641,0.59375
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,96,96,0.40476190476190477,0.5283018867924528,0.43990929705215415
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,97,97,0.5,0.0,0.5826446280991735
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,98,98,0.5333333333333333,0.6557377049180327,0.5810276679841897
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,99,99,0.5116279069767442,0.27586206896551724,0.5865800865800866
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,100,100,0.5,0.0,0.5709876543209876
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,101,101,0.4888888888888889,0.0,0.6383399209486166
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,102,102,0.7555555555555555,0.7843137254901961,0.8873517786561266
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,103,103,0.6511627906976745,0.6341463414634146,0.777056277056277
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,104,104,0.5348837209302325,0.5833333333333334,0.4696969696969697
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,105,105,0.5777777777777777,0.3448275862068966,0.5830039525691699
